clade	species	ts	te	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
0	1	2010	2016																	0.0863791224468	0.293809121103	0.7657860595720001	0.792765763029	1.23153565472	1.6296029967399999	1.65418067593		
0	2	2007	2012														0.202620506627	0.330185508604	0.497063373989	0.922744376494	1.39907280637	1.61291127121						
0	3	2011	2017																		0.14181450848	0.16901412795	1.36046257024	1.44983913058	1.45499742597	1.52023313833	1.7959922307599998	
0	4	2014	2015																					1.11220157726	1.61191848107			
0	5	2010	2012																	1.1629395139299998	1.33496927621	1.92692398868						
0	6	2003	2016										0.00914837245787	0.238473873406	0.251670247815	0.500096457886	0.6199293840060001	0.700045363442	0.8912816591410001	0.891525170946	0.944064262271	1.22247986754	1.38980268166	1.5854480355899998	1.70078976071	1.78894713537		
0	7	2010	2010																	1.54845912645								
0	8	2016	2018																							0.314155816235	0.434252255506	1.11426845338
0	9	2013	2018																				0.11956305782299999	0.384016409291	0.64323709893	0.784969373337	1.31238959382	1.9947840415400002
0	10	2016	2017																							0.837175852795	1.2841766511200001	
0	11	2015	2018																						0.175721265115	0.305281160318	1.5567720754499998	1.70506185446
0	12	2016	2018																							0.0467743847518	0.8159802593800001	1.66151230882
0	13	2015	2018																						0.187256136006	0.34503872694399995	0.380094100535	0.727619179036
0	14	1996	2005			0.056620620380499996	0.424702039779	0.7663717515530001	0.799651572974	0.820201343488	1.41232537368	1.44636777909	1.5234287459	1.58392638375	1.99090343845													
0	15	1998	2000					0.6282172507980001	0.811939023546	1.8312083615099999																		
0	16	1994	1999	0.350092898536	0.911903950757	1.22797973299	1.4386611596	1.8042709389700002	1.8397623850099998																			
0	17	1994	2011	0.16598912731100002	0.19674138096299998	0.24503704185199998	0.5230158027699999	0.628759008114	0.771364576677	1.00237341609	1.0192212239899998	1.0722856682100002	1.2397550356	1.25208563933	1.47651027074	1.57150631155	1.70457267504	1.76937082186	1.7698309152	1.8072908982799998	1.9520637723400003							
0	18	2016	2018																							0.0921400101224	0.431625272415	1.32216829784
0	19	1997	2001				0.159672652033	0.277213366586	1.26642684366	1.32968890752	1.3828838958200003																	
0	20	1999	2010						0.14079548976700001	0.19933238893	0.256272441182	0.372028331325	0.8040093476289999	0.9946470354829999	1.0333390444600001	1.05154777021	1.1301041728399999	1.39692674404	1.6541143889200003	1.9004706819400001								
0	21	1999	1999						0.727202193052																			
0	22	2000	2004							0.018286934382400002	0.13013632439	0.396859964141	0.849185471864	1.1699931360100002														
